0.20163228,0.013680924,0.16880219,0.10628156,0.27757692,0.06774854,0.16427758,0.7704675197601318,Male,32
0.19222717,0.012915111,0.1626389,0.12245331,0.28180897,0.06197573,0.16598077,1.3421788215637207,Male,31
0.18884917,0.012985611,0.16033955,0.124747105,0.28335634,0.060312025,0.16941018,1.5960934162139893,Male,28
0.18884917,0.012985611,0.16033955,0.124747105,0.28335634,0.060312025,0.16941018,1.7724800109863281,Male,26
0.18884917,0.012985611,0.16033955,0.124747105,0.28335634,0.060312025,0.16941018,1.9823243618011475,Male,24
0.25515887,0.012271862,0.17800455,0.09959285,0.24785277,0.076010495,0.13110855,2.1814568042755127,Male,28
0.19582273,0.012886906,0.1647295,0.12045148,0.2795066,0.06340948,0.16319335,2.367504596710205,Male,26
0.18884917,0.012985611,0.16033955,0.124747105,0.28335634,0.060312025,0.16941018,2.5930347442626953,Male,28
0.18884917,0.012985611,0.16033955,0.124747105,0.28335634,0.060312025,0.16941018,2.7809112071990967,Male,28
0.11566316,0.010544654,0.16848268,0.036782354,0.46299472,0.10661004,0.098922335,3.0157949924468994,Male,27
0.19981964,0.015274824,0.15967041,0.104495175,0.27401116,0.06708188,0.17964691,3.2263505458831787,Male,25
0.19899523,0.014957194,0.15757105,0.10402062,0.28326398,0.06651443,0.17467743,3.4384653568267822,Male,27
0.1657706,0.014321346,0.14512366,0.104123935,0.3372677,0.0800016,0.15339106,3.6687140464782715,Male,27
0.14363012,0.020134619,0.15769477,0.09429311,0.31558245,0.123400174,0.14526471,3.869555950164795,Male,26
0.16838305,0.01841785,0.16047904,0.12760426,0.28157443,0.09473315,0.14880821,4.124915361404419,Male,26
0.18884917,0.012985611,0.16033955,0.124747105,0.28335634,0.060312025,0.16941018,4.311882972717285,Male,26
0.1401161,0.020304754,0.16387057,0.107702665,0.28449026,0.13168614,0.15182953,4.526895761489868,Male,28
0.18884917,0.012985611,0.16033955,0.124747105,0.28335634,0.060312025,0.16941018,4.740550756454468,Male,26
0.115214236,0.020144412,0.19179182,0.05732257,0.27813226,0.19774537,0.13964929,4.93600606918335,Male,28
0.15252312,0.017817361,0.15243359,0.112384535,0.32404226,0.09905204,0.14174707,5.158494472503662,Male,27
0.124672264,0.02070162,0.1771111,0.08218692,0.25055438,0.18153714,0.16323657,5.358524322509766,Male,28
